65039,60289,65094,56943,60330,61268,59464,63447,57499,64582,69078,65718,62974,56559,62688,68660,63525,65249,66146,66943,68792,57889,62008,67968,60812,62368,72470,69748,61401,60723,60230,65279,61163,63664,74215,69115,58637,67799,64148,60824,67582,65534,71600,64348,68430,56411,69449,62773,57571,65555,57337,63508,56770,66171,71433,59614,61239,63662,66483,64732,59729,58959,58376,71851,66883,62977,62039,64442,61752,62817,65920,60731,64100,70149,61715,64966,57356,61611,52220,59006,62643,64426,71118,60801,69187,57554,66619,61729,55377,66715,69077,66245,59256,62879,59603,67634,62903,61772,58844,61308
61896,55932,58473,55492,53807,56319,58257,59062,54068,60080,62504,63621,60272,54493,55902,64419,58604,60121,59318,60982,65283,54071,59129,62418,55310,59085,65513,63530,55899,59049,54543,57480,56909,55038,66854,61976,58541,65124,61425,57423,59355,64190,62225,61863,62718,52086,58735,63271,56082,63837,57451,54853,56928,63479,69527,57791,64388,61527,57420,60756,60669,52149,51357,66972,60823,61052,55663,61138,59152,57135,63084,60811,62234,63486,59149,60843,56367,56787,49545,56316,59263,56365,65911,54098,65215,56346,61792,58476,54657,62513,64628,64028,58900,59343,57846,60001,57396,58402,54238,55877
68214,58460,62347,56855,58379,56864,63928,63623,55668,65250,63071,63778,65129,56607,62124,60339,67729,67524,63178,68161,67110,59777,62856,64102,62688,65598,71929,66702,60741,59773,58831,64639,63473,60361,65094,64566,59298,67999,61451,65702,62845,63396,64698,60471,66017,52897,58885,67493,59276,66132,60406,57579,58949,68147,70526,60287,62322,60582,62864,65882,64232,57497,56571,75605,67002,66129,60988,65236,59662,61187,66710,61874,63191,66989,64776,61120,55922,59194,49897,60359,65661,58798,70420,60691,64460,61362,61389,62451,62926,68544,70820,67894,64480,61406,60824,63025,61070,64157,60716,60495
70859,62851,63436,58020,64324,66530,68478,63666,58572,70700,73159,70654,63960,59516,59070,68902,69853,70107,63812,71683,71482,62400,67234,73392,62608,62709,75523,69905,62950,65018,61987,64984,68728,66942,71532,68794,62432,68743,69021,66932,70103,70491,72319,71870,72331,55648,68927,68183,61240,69057,63892,61900,64349,73229,73452,67890,70248,64751,67048,72330,60666,60336,55653,76057,71464,67426,65334,67029,63246,67010,66314,65151,70264,68786,66517,66320,58169,60092,55912,61396,65618,65501,72624,65523,73613,62202,67148,63916,60433,70716,70172,65234,69858,71025,67572,67608,65641,68873,65349,62822
63701,62290,56356,54821,53177,58561,51234,57348,51867,62296,64072,60555,54764,51231,52306,61300,56463,63286,58560,59759,62081,60228,56522,65057,56989,59038,64179,59612,56125,57230,52413,57033,63190,56142,62248,63083,52359,64048,57800,52059,59918,61977,60785,64005,61819,51746,60609,61197,54408,61295,54870,57978,57041,58114,66519,53530,58094,61910,58673,58189,56393,52497,51374,63813,64242,58848,58884,59962,55813,58429,59646,60440,57698,62826,56417,59160,56065,55299,48812,58415,50529,56780,64048,60793,61292,52425,54100,50195,48829,61526,63635,58997,57817,57810,55077,64705,59588,57982,50235,54296
66446,64152,65159,58985,64809,57900,60867,65032,56623,64629,65760,62552,60224,60325,54870,68910,66629,68185,63559,66974,66866,58141,64120,64566,62806,59937,69261,67270,59398,61595,56559,62980,65734,55284,70859,63486,61453,66974,64043,62319,63220,65006,68768,65638,67207,55939,63764,67047,54135,61832,58707,55292,58122,65398,67797,61394,61411,62238,62617,64195,63636,58973,56011,74472,65486,60234,60431,65487,60373,60449,64792,64303,66086,65393,61240,60709,54928,57485,52086,63926,63461,61502,66718,62369,65718,57294,64983,59009,52322,63090,66805,64393,63067,64665,59318,65622,62481,57874,59793,62894
64655,61421,59825,50727,60591,58377,62368,56334,56394,63639,62110,57469,61249,56340,58003,64824,63346,62680,65476,63899,63529,63247,61827,62829,58258,61957,68480,60419,52509,60860,54657,61359,63553,58559,62289,64843,55199,60556,57244,60947,57014,63692,62740,59099,64496,52394,60436,66923,58243,58743,57876,58349,58547,64010,67485,59071,57553,60216,58426,65619,59408,56547,56910,66960,65301,57856,61927,60604,55173,59791,62179,58494,62345,61141,57866,59067,58182,52940,55012,57480,63868,57633,66413,59798,61521,60758,60284,57092,55233,62289,64381,62150,59725,66713,58791,62540,58583,61929,58899,60095
64228,57846,60931,57616,60101,55873,55303,62063,54913,64247,60577,58477,58622,55730,56506,63079,63236,63785,57645,65849,63312,58744,62248,66801,59708,59142,68227,64238,56270,55478,56571,60398,64609,55972,69474,61298,56230,66979,64001,59554,63912,61699,65120,63868,61659,52663,63364,58169,56500,60908,59405,59650,55516,60330,66972,63471,57923,59162,59268,62137,58877,54753,52738,71008,63651,59211,61340,62938,60582,60994,64035,59785,60889,61827,60284,62513,51028,56319,49136,61196,59246,57721,72193,57108,63506,56280,64429,56090,51702,60483,67114,61293,59294,60348,56550,62528,59538,58009,54688,57001
65357,65325,66469,58908,61704,58793,62566,59834,56703,65631,69593,62274,62630,55103,53476,66610,64176,64803,63031,63956,64292,63993,62719,66422,57604,63461,74291,62773,60272,60305,54816,63878,63209,58932,66585,68955,58531,68397,64322,58571,57723,66519,65087,62895,67177,53497,60970,64464,54130,62097,55254,61056,59575,61629,70721,58035,60907,62289,63197,65706,62029,57898,57031,70756,62395,62002,68938,65133,59561,61071,61640,65580,60581,67774,63612,63670,57149,56260,58318,62620,64452,60075,68312,60183,63774,60018,62869,53825,56262,65481,67844,62226,64871,61656,59015,64166,57755,60712,59349,58000
64240,59013,60774,56281,56874,58638,58741,61891,55135,65911,66247,62327,60556,57012,52661,62880,67715,58831,59066,61835,64203,60437,61492,65190,56689,58363,65958,63230,56971,56870,57340,65291,62035,56159,66147,62473,59607,67100,56162,59214,61034,62829,68825,59486,63677,51606,64755,62959,51996,58414,52963,55350,54728,62078,66708,58867,56586,59819,60967,59183,60476,59414,58139,71766,64274,60127,58448,62010,59611,62731,60915,63345,55378,67076,60252,62833,51149,57688,51172,62345,61338,59852,66107,57651,65569,53954,58577,56217,52106,61888,70268,58285,55402,63398,58927,63597,63386,64160,60232,60876
68440,60368,61392,55832,56934,60075,64054,61891,57355,66354,66517,64713,63488,56198,60073,66271,62812,64138,65818,62637,65734,56588,64779,65011,61655,61700,70084,66290,62848,63662,59121,60165,60598,59903,66586,59869,60635,71808,59454,63375,61370,64885,65364,63390,63123,55895,67754,65111,57678,61872,59661,56524,58136,70987,73575,59785,64762,62587,58670,63290,61859,56821,56290,72683,65882,63629,60977,65449,61813,59721,67380,63090,65725,64073,65225,57869,57421,56946,53404,60234,62036,63883,66887,59163,67157,57945,63142,61916,54586,65921,70174,60481,63462,65698,62593,64640,60056,65106,58336,59510
73456,69071,69618,65163,69748,66661,70205,69786,67346,73677,74772,74724,76535,65604,66616,72737,71041,75153,72958,75160,77561,66711,72992,74026,69722,69714,80037,75469,68065,64980,69783,73924,72228,67287,76217,75907,64153,77793,71000,74085,72250,71947,78101,72457,75599,63816,76218,71543,66239,74053,66708,65092,64332,73271,80209,71534,73157,70845,69602,73216,68903,63940,64056,84035,75320,69378,69684,71976,75161,72273,71557,70412,73476,72940,70439,69884,65487,66785,60631,68831,75412,73488,78973,69245,79629,67439,69839,71309,63722,70318,78313,71071,68135,73786,67935,76977,70336,71797,69539,69689
66651,61761,63022,54616,62814,58867,60419,60141,57722,64807,64480,61092,63794,55725,56069,65397,59850,65692,65810,64170,66857,64155,65192,68003,59364,60872,71860,66094,60175,59907,60117,63796,64229,60859,71647,67604,57800,65007,63271,60581,61681,66321,65796,66111,63969,51086,67681,65391,61000,65842,61862,61896,54888,64135,68871,59404,63913,61266,63348,63293,59028,55851,54216,71763,63873,58686,64427,63250,56904,62299,61200,61497,65187,66942,59579,63859,52306,58724,54199,64413,59457,65098,72331,61752,69459,60491,66907,56210,53025,62496,66137,64669,57332,64792,58930,66734,59622,61872,58907,61070
62429,63289,59514,53601,61793,57452,60886,60196,52156,64121,61087,60370,62826,50383,55278,64931,60298,59086,60948,64537,65274,57779,56945,66066,54656,58939,69106,64048,58296,58252,58309,59620,61287,57644,67593,64348,57400,67071,60911,58431,60136,60449,68033,61877,61793,54292,62004,62630,54422,62699,57762,59655,51415,57773,64621,60175,56454,62705,60818,61307,63328,52902,53518,68202,63640,60687,58452,60951,58052,60993,58411,58456,60933,60206,60432,61724,49965,56606,55547,56168,61549,62555,66918,58917,65296,57334,61114,55903,54026,60989,63479,59070,59330,59347,55999,65265,59001,58995,59102,54794
56916,53441,56247,50354,52327,49481,51306,52731,50133,55534,58487,54088,56915,49503,50252,56373,58016,56615,53674,56325,56954,52170,54123,58680,56741,55099,62806,57900,52797,53541,51633,54968,56103,51703,61731,56968,52516,62573,55231,51931,55724,54590,56927,56707,57517,47050,52852,59254,53663,56311,50451,51092,51800,58100,59999,56322,53586,53395,53493,57858,53781,49436,49290,64604,59827,52743,54637,61131,52527,53996,55335,54781,57146,57667,52127,56272,48503,49148,44991,54416,57225,53191,63049,55952,55112,58583,53628,51379,46050,53927,60182,55113,56413,52886,51540,54893,50157,54562,52015,53528
60895,60960,59585,55697,58475,57471,58055,57007,51487,59826,65025,60761,58704,58453,57470,62355,63862,66911,54489,58446,62315,55570,59517,62971,53689,58501,66942,57495,60492,58878,56518,63004,61536,55724,61613,64650,51192,63707,56700,55042,57861,64317,62092,62132,65133,52098,61467,63137,51287,60546,58829,56221,55567,60920,68124,59148,59325,60236,59081,66684,57833,53140,50016,68388,63222,58945,60825,60110,57437,59686,61602,61656,60960,63561,58386,60584,49896,52125,52746,61590,57046,55972,68021,59741,66321,56866,57103,54372,54582,65594,64064,62792,61400,60356,56585,64668,58275,58086,55451,55855
61817,55362,59022,56247,56456,55349,54125,60516,50818,58823,59788,59089,61365,53879,55075,61907,59109,58955,57583,62067,62256,52479,57298,60611,57769,57915,64297,62803,55638,53799,54813,58630,57432,55409,64041,58153,52346,60152,57241,60121,61138,57438,64589,58019,59707,50964,55552,59724,54537,60193,53749,56531,52466,61987,64163,58763,53293,56509,55545,58035,57663,54006,53188,66665,59269,54090,54859,60376,58294,58125,59344,56884,58197,62041,57065,59636,49460,52714,49378,58294,58698,54732,63978,55486,61906,54550,58226,53790,51781,59645,64332,58260,54071,58973,52738,59238,59567,56535,54435,53125
65554,58614,64366,57986,59127,56465,60598,59267,55584,63081,61104,60209,61022,52850,58224,62082,61388,63171,63828,63479,65418,57675,61504,62683,60885,60280,66282,62947,56546,60030,54638,63505,60491,54906,69066,60792,55398,67649,59008,59256,62296,58746,65601,63424,63643,51182,63614,64743,57058,60997,59083,55053,55874,64691,64562,60964,54058,60732,62717,62824,57982,57030,54077,67894,61308,54140,60165,62224,56310,59425,66730,59807,60732,63435,59128,60610,54747,58737,50509,58711,62875,61771,66524,55509,63206,55027,64933,55556,52912,61687,62232,63821,56384,58917,56507,62312,62844,57137,58211,55055
66440,60950,62660,54935,58833,61962,65606,62559,55901,65651,64822,61811,61823,58744,62042,65443,65348,70120,66692,65743,66930,62649,60444,65209,62833,64206,74634,65948,61993,62488,58648,68316,60991,59810,70778,67410,55678,67528,61351,60946,66690,63210,68133,67443,65093,57898,63392,69543,61043,67022,59875,58957,58710,64772,73030,64262,59873,63919,63271,68517,62046,58671,56735,71496,66639,63840,65390,65429,58867,63473,65844,63206,68766,69534,62852,64734,57890,61155,53741,63845,63427,60094,74415,59779,69904,56260,64612,56361,56182,66732,68054,64928,65809,63755,62321,65063,58647,58993,59142,58547
71458,62701,62313,58404,62453,62695,57486,59890,56215,69537,68082,66041,63673,59925,57592,68470,64856,68615,65614,69771,70795,65447,63879,67748,62957,64859,75443,66852,61640,61158,59315,62399,64976,62792,68698,66168,63662,67013,61090,64650,62757,71267,70650,68801,67207,54455,68065,66128,58002,66368,59929,61112,59595,66868,75055,65680,64115,64342,66600,68111,65157,58939,58110,72574,64971,61733,63313,68856,60164,62842,64782,68613,63991,65208,63012,64073,59616,59404,58838,64951,61967,65219,72349,61603,66816,61825,66113,59562,54410,65402,68728,64783,66772,69934,61340,63034,60857,66714,58322,60472
60623,58730,57976,50811,56453,49493,55640,55802,50131,58840,56667,51899,61452,52716,54279,59980,56751,62054,58875,60964,58437,51588,57657,62373,57586,53308,67187,55362,55088,54574,53189,54562,59620,53733,60482,55664,53690,63211,58234,55204,56522,56159,57903,55639,58713,47930,55788,60558,53249,55811,54384,53651,54150,59626,63294,55013,54775,52893,56624,59431,54173,50712,48892,65496,61102,55725,58711,59982,57013,55799,58746,54968,57991,57549,56983,56615,51142,52484,45770,56442,59992,60945,63913,57860,55353,57370,54154,49755,50995,57934,65021,52474,59436,55681,55413,60794,51488,56948,52571,54154
66911,57160,61365,54754,56764,60308,55582,57382,53728,65629,60545,60985,60293,52831,58625,61713,64162,60502,57803,62272,68191,59750,59097,66830,54718,56726,68322,60420,54719,59966,57575,61734,62225,55948,67375,66116,61237,64832,57464,57212,63880,57803,64390,61988,62545,51767,59704,67435,54310,61520,57676,56049,54140,61131,67322,62580,60483,61306,58389,61009,62042,54333,52577,65495,63935,59819,57884,60821,54079,61097,62551,61603,59510,64058,56277,62228,54374,55208,53095,59001,61808,58395,64093,55470,63695,53398,58277,55806,52717,59466,65643,59870,58023,58031,57807,61222,61038,62737,55426,57136
62974,56243,56853,52243,56840,52125,55038,56088,53920,54703,59102,55146,59331,52741,44727,57481,57869,58287,57604,58157,58826,55480,60421,61945,52936,57414,65684,54321,56581,51025,56076,59301,55279,48609,60816,59038,55797,61798,56008,54540,54792,62056,60108,58373,58713,48069,57099,57775,52852,57723,51843,50358,51391,57688,64914,56071,56168,57601,55966,58691,54254,52670,52087,69389,57189,52993,58339,57551,57050,53954,57478,57250,57366,57624,60030,55610,53360,51844,50569,55564,57827,58339,64352,54659,62244,53738,54750,53991,48371,54666,60633,58366,58926,60110,54051,57531,49962,55439,54074,52567
75496,61747,67433,62268,65766,65731,66155,64975,63167,66510,70469,68918,68343,60699,59416,65906,67356,72083,66866,67573,71452,69221,67334,75041,64671,68684,75482,68144,64101,66870,61743,72292,64526,68753,69311,76377,58410,74093,63283,62903,62430,68353,72673,69518,65271,59657,70712,68994,62020,65882,59763,61511,60132,67088,75898,63425,65740,67440,69075,67106,66569,59684,58771,81917,68454,64059,70613,69488,64080,65556,65666,68191,63832,72035,66180,66833,59484,66647,61531,65899,68197,65391,74108,63960,72966,67329,62068,60240,56641,67299,71518,66957,64995,67692,63549,72562,64566,71500,62462,59877
61376,56287,56258,53749,56337,56564,54302,54614,52721,60363,61775,61125,58944,53226,47702,59828,55862,57844,57650,55903,61483,55910,57496,62266,51434,57625,61420,56310,52900,53824,50714,58363,52965,55748,64749,62049,52041,60034,55141,49960,54872,55200,59216,63612,58348,48605,59036,56279,53678,59111,52528,56113,51095,61519,64023,57393,58261,57392,52221,55712,55803,54288,48383,63486,58514,53429,55063,58628,55477,52801,58325,55532,56331,60885,55804,53203,53489,53474,55666,54771,51290,54140,62150,52315,63829,55943,55609,55784,52443,55252,58381,57534,53010,58656,54143,62096,53855,58753,52549,51308
67432,67936,64737,63272,62614,64435,61519,63972,58442,70051,69140,67269,70261,58731,60761,70004,68416,66726,69555,70395,70643,64508,67285,73592,59758,64586,76204,68960,66954,65565,60502,65571,66914,67011,75072,69610,60672,72288,63408,63419,69045,65501,73112,67979,67807,56816,66869,67818,62289,69011,61057,61350,60766,69596,70387,70445,63890,68545,64564,66472,64134,62087,54997,73849,73542,64130,63838,70930,63092,65794,68927,65948,66109,73114,66045,64777,56095,58919,56343,63431,65580,63994,73216,61617,72559,61308,69714,57466,58849,67707,74546,70102,63554,65435,66636,72217,65504,64342,60859,63355
64135,62813,59869,54323,60448,58669,60488,58062,53518,65648,67810,65630,61598,54402,56898,60964,63832,62678,60025,64877,62972,56312,59736,67412,59346,59527,69366,61063,56021,61647,58791,60091,60197,57550,66936,63799,54716,65097,61035,60949,59395,62782,64984,62285,65210,52843,62386,63265,54281,62082,56011,54509,59548,56692,61790,60828,57884,61584,57858,59060,59287,58036,55168,71523,67793,60411,60886,61125,58907,63876,60053,60405,60611,63502,61136,59061,53005,56214,53443,59184,65039,58875,69789,59147,64500,57431,58283,55048,57064,64031,68128,59722,63267,59812,60502,64307,59116,61214,57835,54143
69087,62942,65196,61381,62185,63114,64530,63561,58700,72198,69795,68502,70786,62303,61955,69638,67760,70522,65911,73302,69478,66520,67122,73268,62690,64710,77253,66235,65701,63443,64885,65817,66944,67209,71787,69385,62437,71391,67378,67450,69986,69995,71557,68568,68375,55762,65146,67957,60148,68172,61902,64674,61455,68479,76071,67762,66398,66016,69856,66549,66748,59758,57181,74671,68201,66595,67665,69478,67370,66920,70892,70462,63207,70308,65920,71810,60809,56506,59747,67544,64775,64301,79820,61653,72512,62594,65736,62933,59540,69482,72637,65504,67560,70516,65735,66357,65177,67512,60821,64484
67482,59876,65300,58723,60022,61238,62076,59831,58696,64830,70532,62650,62478,58077,57059,62693,67748,65217,63045,65952,71236,65250,64591,64121,59353,67130,71041,63661,57865,63127,57046,70269,64619,60834,65306,71096,57468,68723,61025,61460,62452,64837,70037,63648,66678,52212,65177,62329,58110,65438,59963,59989,57913,68339,71818,60329,58978,62815,64442,67322,62197,60442,55240,75025,64395,59141,66798,63542,58838,61500,66856,61057,58960,67926,63209,60726,58657,58605,55270,62431,64331,64345,70073,56541,68854,59751,67514,58584,54608,63660,69719,66057,63631,67534,59689,64698,58632,63076,58465,56229
67892,65323,63539,59246,60454,57629,66476,61023,60626,68712,68633,63480,67186,59271,59722,66569,63080,67455,66874,66760,68104,60281,66299,70519,66080,63616,77158,66718,62583,59078,59838,63571,63737,62895,65962,67291,57221,69671,62386,64131,61681,67622,68816,68140,66563,51460,65280,69456,62627,62077,58976,58644,59555,66844,73132,60997,62628,66140,61995,66667,66473,60528,56084,75839,68324,61680,64663,68501,61456,65291,61460,67299,63646,66557,63993,61648,62537,59926,56362,64758,66206,66011,72982,62530,69584,61789,63877,60056,57111,66419,69862,62470,64609,67846,66297,66993,60213,67334,57185,57762
63744,52216,54988,52882,53137,55250,54546,55883,50294,60536,60685,59160,57948,54935,51803,60471,58664,59814,60268,56565,60214,57783,55765,61351,54714,60305,63777,59451,55487,55706,53884,59666,54841,55264,69464,59910,53572,62147,60879,54472,58674,59381,59074,62856,57978,54024,56470,60521,54194,59751,53193,55054,54443,62551,66534,54778,56888,59160,58017,59746,57393,51715,51233,64069,57623,56561,61508,59326,54804,56059,60486,55975,58698,62132,56423,57441,54442,53397,52817,57743,54688,55738,64517,50371,60084,53689,56453,52632,53897,59617,61883,54223,54928,63297,53064,58898,54569,58359,51314,54714
62093,59915,64940,58055,59350,58295,60038,60284,59296,64091,62721,59027,64147,54530,55108,61559,65379,61945,65183,62910,63468,55800,62183,66573,56571,57847,68229,62830,57022,57089,56542,63077,60904,59976,65657,60859,56259,66197,60628,62208,60277,64120,70009,66075,61268,54712,64130,59792,55335,58223,55502,56239,59549,62501,66310,62190,59579,63038,59800,66541,57575,56173,53754,73192,61777,59324,62866,64727,59743,62757,63715,57673,59655,60800,65126,62528,53393,54971,49662,65399,62458,59307,69647,58724,69207,55699,62666,56194,50262,65653,70496,64345,57458,63702,56089,68473,61159,56618,55011,55859
70351,66732,67634,64555,62441,62455,66500,66981,60613,68032,70462,67781,68700,60617,63990,69028,70334,68401,71388,69815,70336,65056,65818,70146,63468,63975,76042,67096,60698,63898,63752,68626,68717,66153,69521,69977,63362,77490,65795,65361,68344,70028,71140,68475,69150,59295,68857,64880,61366,65555,64920,65172,63696,70596,76568,66926,64862,69050,67275,70716,64354,61323,61864,78600,70177,69002,71582,67352,66357,67880,70048,66682,66518,69238,69879,72357,59256,59621,58854,66205,65612,66245,75774,65377,72611,66540,65047,63073,58154,70898,73673,67768,68047,71969,63062,70198,67656,63928,63272,62939
69374,62266,63459,56486,64430,62244,62762,65276,57831,66984,68692,64521,66173,57951,60725,64758,70627,68245,63299,66461,68296,64223,63559,66267,58385,65730,68718,64315,62214,62223,58956,66593,64356,62103,68736,68016,61617,71742,61527,63483,62633,64599,72392,64076,68462,57084,66916,66278,59159,67360,61707,57594,60808,68257,72930,63990,62254,65730,64945,65387,62133,60455,55834,77599,68345,65326,62072,64003,62966,62741,70233,64257,64809,69666,63218,61667,59457,61983,53836,64312,63998,62190,71364,63400,67454,63756,60997,62418,59846,67842,71854,65337,66272,65364,62977,66545,65193,67011,60832,63439
59374,58466,60812,52925,57616,53442,56644,63168,53680,60418,61489,59854,52678,55033,53365,60916,56269,58061,58075,61906,61223,55000,57092,60165,55930,59682,66061,64217,57959,53747,50811,58260,58855,52724,64513,65376,52737,65518,58010,56255,57485,60420,60151,60076,64559,50873,60086,62747,50925,56628,57050,55490,54050,58585,63948,55403,56360,58069,56726,57972,58793,53605,49961,66264,56612,58069,56973,57636,56265,56020,57065,60997,54327,63139,57469,57845,54229,55888,53852,59396,60743,56929,61851,58213,60953,56883,57340,52088,47590,58156,62727,59048,58752,59249,53674,58889,57937,59153,50796,55205
61406,59498,59290,53270,53392,59498,56565,52991,52700,61845,62439,58137,60342,55573,51856,63579,63003,62248,59744,62916,59425,57737,59672,67822,55786,58098,68574,58106,55880,58473,55890,52631,60203,56413,64967,62883,60834,61558,57490,57568,61642,63945,65177,63635,65029,47296,61905,62850,52907,63546,54783,53137,57682,58880,66718,61119,62092,59980,56941,62172,59398,54096,53817,63342,64421,59748,59079,62261,55368,61715,60860,60563,58791,64898,57240,61496,54269,54309,48369,58010,58614,56768,67141,58279,65030,53305,56277,51895,51508,60765,62153,63021,59298,56567,59776,61589,58011,58302,54512,52822
